20000;135;-64.28;3;-72.29;185;-75.22;58;-76.14;177;-76.22;5;-77.03;112;-77.17;19;-79.81;179;-80.06;21;-80.74;24;-81.57;178;-81.78;17;-83.67;132;-84.57;87;-84.97;182;-85.32;23;-85.39;138;-86.69;30;-86.90;90;-87.49
20001;135;-64.26;3;-72.37;185;-75.16;58;-76.16;112;-77.20;5;-77.39;177;-77.43;179;-79.19;19;-79.91;21;-80.76;24;-82.05;132;-82.72;178;-82.95;17;-83.93;87;-85.11;182;-85.31;23;-85.56;27;-86.30;138;-86.45;30;-86.92
20002;135;-64.97;3;-73.21;185;-76.04;177;-76.08;58;-76.77;19;-77.03;5;-78.53;112;-80.20;21;-80.41;179;-81.66;90;-81.76;24;-82.82;17;-82.95;178;-83.55;23;-86.02;132;-86.21;30;-86.63;182;-86.70;27;-87.31;166;-87.47
20003;135;-67.70;3;-75.80;177;-78.08;58;-81.10;5;-81.19;19;-82.03;185;-82.04;21;-84.46;112;-84.83;179;-84.89;178;-85.94;24;-87.05;17;-87.40;132;-88.18;90;-88.53;27;-88.68;23;-90.27;6;-90.33;138;-90.33;182;-90.78
20004;135;-75.27;3;-83.50;177;-86.11;5;-86.68;185;-87.88;58;-88.19;19;-89.54;24;-90.60;112;-90.66;21;-91.55;179;-92.97;178;-93.82;132;-95.13;17;-95.87;23;-95.88;87;-96.15;182;-96.32;6;-96.32;138;-96.48;164;-98.50
20005;135;-69.69;3;-78.69;185;-80.32;5;-80.58;58;-81.38;177;-83.77;112;-83.91;21;-84.35;19;-84.39;132;-86.46;23;-87.33;24;-87.56;179;-87.94;17;-88.19;178;-89.46;27;-89.59;138;-90.28;182;-90.50;87;-90.52;90;-91.27
20006;135;-63.90;3;-73.77;185;-74.01;5;-74.81;58;-74.87;177;-78.10;19;-78.39;112;-78.63;21;-81.26;132;-82.60;23;-83.76;178;-83.80;179;-83.93;24;-84.17;6;-84.27;17;-84.37;138;-84.39;166;-85.52;90;-87.22;87;-87.24
20007;135;-63.94;3;-74.11;58;-74.40;185;-74.85;5;-75.03;177;-78.29;19;-78.31;112;-78.37;21;-80.24;23;-82.60;132;-83.36;17;-83.73;179;-83.87;178;-83.88;138;-84.35;6;-84.96;166;-85.53;87;-86.55;90;-87.20;182;-87.21
20008;135;-68.84;3;-78.41;185;-79.26;5;-79.96;58;-81.23;19;-83.55;112;-83.61;177;-84.07;21;-84.90;132;-86.28;24;-87.61;23;-87.75;179;-88.17;17;-88.48;138;-89.43;178;-89.82;87;-90.63;182;-91.00;27;-91.16;90;-92.22
20009;135;-68.98;3;-77.02;185;-78.06;58;-78.17;177;-78.90;5;-79.62;112;-80.99;19;-81.40;21;-81.97;178;-84.36;17;-84.82;23;-85.33;179;-86.04;24;-87.02;132;-88.09;30;-88.10;182;-88.27;90;-89.11;138;-89.78;87;-90.09
20010;135;-71.60;3;-80.06;185;-82.04;58;-82.33;5;-82.79;177;-82.88;112;-85.34;19;-85.77;21;-86.21;179;-88.55;178;-88.56;17;-89.55;23;-89.68;24;-90.66;132;-90.99;182;-92.29;6;-92.93;90;-93.38;30;-93.66;174;-93.68
20011;135;-74.33;3;-82.67;185;-85.37;5;-85.39;58;-85.78;177;-86.58;112;-88.84;21;-89.27;19;-89.38;179;-91.29;178;-92.46;23;-92.80;132;-92.84;17;-93.01;24;-93.72;6;-95.37;182;-95.52;90;-96.69;87;-97.11;138;-97.30
20012;135;-67.08;3;-75.65;5;-78.43;58;-78.78;185;-79.09;177;-80.41;112;-82.21;21;-82.45;19;-82.79;179;-83.96;23;-85.98;132;-86.03;178;-86.09;17;-86.24;24;-86.75;182;-88.66;90;-89.63;6;-89.74;87;-90.22;27;-90.76
20013;135;-71.66;3;-78.65;5;-80.87;58;-80.98;185;-82.66;177;-84.56;21;-84.92;112;-84.99;19;-86.37;24;-87.57;23;-88.07;132;-88.74;17;-88.76;179;-88.85;30;-90.03;178;-90.12;87;-90.67;182;-91.07;90;-91.09;6;-92.45
20014;135;-69.63;3;-78.77;185;-81.69;58;-81.82;177;-82.02;5;-82.63;112;-83.35;21;-84.47;19;-85.13;24;-85.90;179;-87.21;178;-87.49;23;-88.58;17;-89.23;90;-90.32;132;-90.44;182;-90.85;87;-91.12;138;-92.69;27;-92.89
20015;135;-67.08;3;-75.38;185;-76.97;58;-77.48;177;-78.26;112;-78.49;5;-78.67;21;-81.49;19;-81.67;178;-83.68;179;-84.19;132;-85.06;24;-85.13;23;-85.22;17;-86.60;182;-88.20;90;-88.53;87;-88.69;138;-89.60;30;-90.09
20016;135;-78.92;3;-88.03;185;-90.35;58;-90.78;177;-91.08;5;-91.52;21;-93.87;112;-93.97;19;-94.48;179;-95.88;178;-96.74;24;-96.93;23;-97.82;17;-97.83;132;-98.87;90;-99.69;182;-99.80;87;-100.55;138;-101.96;27;-102.33
20017;135;-72.59;3;-81.47;185;-84.17;58;-84.26;177;-84.96;5;-84.98;112;-86.50;21;-87.74;19;-88.18;179;-89.53;178;-90.50;24;-90.56;17;-91.42;23;-91.66;132;-92.46;182;-93.59;90;-94.00;87;-94.18;138;-95.82;6;-95.95
20018;135;-73.24;3;-82.11;58;-84.35;185;-84.78;5;-85.41;177;-85.47;112;-85.67;21;-87.38;19;-89.12;179;-90.21;178;-91.00;23;-91.16;24;-91.49;17;-91.96;132;-92.00;90;-93.53;182;-93.91;87;-95.06;6;-96.52;27;-96.73
20019;135;-63.74;3;-71.22;5;-75.52;177;-76.16;58;-76.60;19;-78.02;112;-78.73;185;-79.71;21;-80.76;24;-81.94;179;-82.37;6;-83.05;178;-83.25;132;-85.33;138;-85.47;17;-85.56;23;-85.69;27;-86.97;182;-87.47;87;-87.92
